order_id,product_id,quantity,unit_price,discount
ORD-01147,PROD-0018,4,252.09,0.05
ORD-01147,PROD-0093,1,213.7,0.0
ORD-01148,PROD-0042,2,31.42,0.15
ORD-01148,PROD-0094,3,69.53,0.15
ORD-01149,PROD-0047,2,12.61,0.0
ORD-01149,PROD-0059,1,88.97,0.15
ORD-01149,PROD-0070,1,225.17,0.1
ORD-01150,PROD-0025,3,405.16,0.05
ORD-01150,PROD-0050,3,89.69,0.05
ORD-01151,PROD-0006,6,149.77,0.0
ORD-01151,PROD-0009,5,122.59,0.0
ORD-01152,PROD-0063,1,141.61,0.0
ORD-01152,PROD-0068,4,156.65,0.0
ORD-01152,PROD-0085,3,15.51,0.05
ORD-01153,PROD-0103,3,39.33,0.05
ORD-01154,PROD-0006,1,149.77,0.0
ORD-01154,PROD-0068,4,156.65,0.1
ORD-01155,PROD-0025,3,405.16,0.05
ORD-01155,PROD-0068,7,156.65,0.05
ORD-01156,PROD-0059,1,88.97,0.1
ORD-01156,PROD-0087,4,59.25,0.05
ORD-01157,PROD-0057,3,85.49,0.2
ORD-01157,PROD-0077,7,252.19,0.15
ORD-01158,PROD-0031,3,193.53,0.1
ORD-01158,PROD-0073,2,85.44,0.05
ORD-01158,PROD-0078,3,242.21,0.05
ORD-01159,PROD-0018,2,252.09,0.0
ORD-01159,PROD-0067,8,90.9,0.0
ORD-01160,PROD-0066,2,239.7,0.0
ORD-01160,PROD-0071,1,103.4,0.0
ORD-01160,PROD-0118,3,20.34,0.15
ORD-01161,PROD-0052,1,34.51,0.0
ORD-01161,PROD-0074,3,49.38,0.0
ORD-01162,PROD-0013,1,341.17,0.0
ORD-01162,PROD-0105,3,65.54,0.0
ORD-01162,PROD-0117,4,59.3,0.05
ORD-01163,PROD-0016,4,349.12,0.15
ORD-01163,PROD-0030,3,57.35,0.0
ORD-01163,PROD-0099,3,122.4,0.0
ORD-01163,PROD-0112,6,39.72,0.1
ORD-01164,PROD-0087,4,59.25,0.05
ORD-01165,PROD-0051,2,76.8,0.1
ORD-01165,PROD-0101,1,92.55,0.05
ORD-01166,PROD-0017,1,271.38,0.05
ORD-01166,PROD-0090,4,235.91,0.05
ORD-01167,PROD-0010,4,30.5,0.05
ORD-01167,PROD-0032,2,300.73,0.05
ORD-01168,PROD-0045,3,49.53,0.0
ORD-01169,PROD-0006,4,149.77,0.0
ORD-01169,PROD-0019,4,344.72,0.0
ORD-01169,PROD-0057,6,85.49,0.0
ORD-01169,PROD-0080,4,53.84,0.0
ORD-01170,PROD-0058,2,52.43,0.05
ORD-01171,PROD-0062,3,68.16,0.2
ORD-01172,PROD-0022,1,618.78,0.0
ORD-01173,PROD-0085,2,15.51,0.15
ORD-01174,PROD-0030,3,57.35,0.1
ORD-01174,PROD-0049,6,82.88,0.05
ORD-01175,PROD-0003,4,81.36,0.05
ORD-01175,PROD-0072,1,108.9,0.15
ORD-01175,PROD-0092,4,172.48,0.0
ORD-01175,PROD-0119,2,153.1,0.05
ORD-01176,PROD-0008,3,224.41,0.15
ORD-01177,PROD-0051,1,76.8,0.1
ORD-01177,PROD-0085,3,15.51,0.1
ORD-01178,PROD-0043,5,81.04,0.15
ORD-01178,PROD-0058,2,52.43,0.1
ORD-01178,PROD-0078,1,242.21,0.05
ORD-01178,PROD-0117,3,59.3,0.0
ORD-01179,PROD-0073,1,85.44,0.0
ORD-01179,PROD-0084,6,238.67,0.0
ORD-01179,PROD-0120,3,72.62,0.15
ORD-01180,PROD-0039,6,386.21,0.15
ORD-01180,PROD-0053,2,76.69,0.15
ORD-01181,PROD-0098,8,232.83,0.05
ORD-01182,PROD-0011,5,199.78,0.05
ORD-01182,PROD-0046,4,89.97,0.0
ORD-01182,PROD-0089,3,180.92,0.0
ORD-01183,PROD-0053,4,76.69,0.0
ORD-01184,PROD-0027,1,475.67,0.15
ORD-01185,PROD-0032,2,300.73,0.0
ORD-01185,PROD-0055,4,64.0,0.05
ORD-01186,PROD-0068,6,156.65,0.1
ORD-01186,PROD-0083,3,228.1,0.05
ORD-01187,PROD-0050,1,89.69,0.05
ORD-01187,PROD-0067,6,90.9,0.1
ORD-01187,PROD-0072,4,108.9,0.2
ORD-01188,PROD-0019,6,344.72,0.05
ORD-01188,PROD-0067,1,90.9,0.05
ORD-01188,PROD-0089,2,180.92,0.1
ORD-01188,PROD-0116,1,134.64,0.05
ORD-01189,PROD-0092,1,172.48,0.0
ORD-01189,PROD-0115,6,129.13,0.15
ORD-01190,PROD-0011,4,199.78,0.1
ORD-01190,PROD-0068,8,156.65,0.05
ORD-01191,PROD-0043,3,81.04,0.1
ORD-01192,PROD-0040,3,623.68,0.0
ORD-01192,PROD-0054,4,54.96,0.05
ORD-01192,PROD-0094,1,69.53,0.0
ORD-01193,PROD-0001,6,101.47,0.0
ORD-01193,PROD-0078,3,242.21,0.05
ORD-01194,PROD-0071,2,103.4,0.1
ORD-01195,PROD-0019,1,344.72,0.05
ORD-01195,PROD-0110,3,115.09,0.05
ORD-01196,PROD-0037,3,547.68,0.1
ORD-01197,PROD-0047,2,12.61,0.05
ORD-01197,PROD-0075,7,207.96,0.0
ORD-01198,PROD-0061,1,132.61,0.1
ORD-01199,PROD-0008,3,224.41,0.0
ORD-01199,PROD-0014,4,22.81,0.2
ORD-01199,PROD-0079,3,65.81,0.2
ORD-01200,PROD-0046,3,89.97,0.1
ORD-01200,PROD-0080,6,53.84,0.05
ORD-01201,PROD-0038,8,539.34,0.0
ORD-01202,PROD-0054,1,54.96,0.0
ORD-01202,PROD-0079,3,65.81,0.1
ORD-01202,PROD-0103,2,39.33,0.05
ORD-01203,PROD-0042,1,31.42,0.1
ORD-01203,PROD-0099,2,122.4,0.1
ORD-01204,PROD-0061,5,132.61,0.15
ORD-01204,PROD-0062,1,68.16,0.0
ORD-01204,PROD-0103,2,39.33,0.1
ORD-01204,PROD-0118,1,20.34,0.05
ORD-01205,PROD-0003,5,81.36,0.15
ORD-01205,PROD-0069,1,203.59,0.1
ORD-01206,PROD-0049,3,82.88,0.15
ORD-01207,PROD-0040,2,623.68,0.0
ORD-01207,PROD-0091,6,213.39,0.05
ORD-01207,PROD-0097,5,97.54,0.1
ORD-01208,PROD-0005,1,34.21,0.0
ORD-01208,PROD-0100,3,134.68,0.1
ORD-01209,PROD-0040,1,623.68,0.2
ORD-01209,PROD-0068,2,156.65,0.1
ORD-01209,PROD-0100,3,134.68,0.2
ORD-01210,PROD-0001,7,101.47,0.1
ORD-01210,PROD-0040,3,623.68,0.0
ORD-01211,PROD-0003,2,81.36,0.15
ORD-01211,PROD-0074,2,49.38,0.0
ORD-01211,PROD-0098,2,232.83,0.0
ORD-01212,PROD-0002,7,124.53,0.05
ORD-01213,PROD-0091,5,213.39,0.05
ORD-01214,PROD-0007,1,117.78,0.3
ORD-01214,PROD-0017,1,271.38,0.05
ORD-01215,PROD-0081,4,167.73,0.05
ORD-01215,PROD-0089,4,180.92,0.1
ORD-01215,PROD-0108,2,103.9,0.1
ORD-01216,PROD-0012,2,118.44,0.05
ORD-01216,PROD-0017,5,271.38,0.15
ORD-01217,PROD-0034,6,123.52,0.05
ORD-01217,PROD-0079,2,65.81,0.0
ORD-01217,PROD-0117,5,59.3,0.0
ORD-01218,PROD-0022,3,618.78,0.05
ORD-01218,PROD-0109,2,27.64,0.05
ORD-01219,PROD-0060,1,46.33,0.0
ORD-01219,PROD-0069,3,203.59,0.0
ORD-01220,PROD-0044,4,9.04,0.0
ORD-01220,PROD-0101,3,92.55,0.0
ORD-01221,PROD-0013,2,341.17,0.0
ORD-01221,PROD-0106,2,24.47,0.05
ORD-01222,PROD-0028,5,173.49,0.3
ORD-01223,PROD-0074,6,49.38,0.0
ORD-01223,PROD-0079,2,65.81,0.0
ORD-01224,PROD-0002,2,124.53,0.05
ORD-01224,PROD-0066,4,239.7,0.1
ORD-01224,PROD-0075,2,207.96,0.0
ORD-01224,PROD-0079,3,65.81,0.0
ORD-01225,PROD-0090,3,235.91,0.1
ORD-01226,PROD-0018,6,252.09,0.1
ORD-01226,PROD-0061,1,132.61,0.05
ORD-01227,PROD-0010,3,30.5,0.0
ORD-01228,PROD-0083,5,228.1,0.15
ORD-01229,PROD-0058,2,52.43,0.0
ORD-01229,PROD-0105,2,65.54,0.0
ORD-01230,PROD-0005,1,34.21,0.1
ORD-01230,PROD-0047,3,12.61,0.2
ORD-01230,PROD-0073,3,85.44,0.15
ORD-01230,PROD-0074,3,49.38,0.05
ORD-01231,PROD-0032,3,300.73,0.1
ORD-01231,PROD-0061,4,132.61,0.1
ORD-01232,PROD-0002,2,124.53,0.1
ORD-01232,PROD-0100,2,134.68,0.05
ORD-01233,PROD-0005,6,34.21,0.1
ORD-01233,PROD-0089,4,180.92,0.05
ORD-01234,PROD-0038,5,539.34,0.1
ORD-01235,PROD-0017,3,271.38,0.15
ORD-01235,PROD-0033,1,74.33,0.1
ORD-01235,PROD-0036,3,441.84,0.0
ORD-01236,PROD-0090,1,235.91,0.0
ORD-01237,PROD-0120,5,72.62,0.1
ORD-01238,PROD-0027,4,475.67,0.05
ORD-01238,PROD-0074,3,49.38,0.1
ORD-01239,PROD-0096,6,33.06,0.0
ORD-01239,PROD-0097,4,97.54,0.05
ORD-01240,PROD-0058,3,52.43,0.2
ORD-01240,PROD-0103,2,39.33,0.0
ORD-01241,PROD-0084,2,238.67,0.0
ORD-01242,PROD-0087,3,59.25,0.0
ORD-01243,PROD-0002,1,124.53,0.0
ORD-01243,PROD-0087,5,59.25,0.0
ORD-01244,PROD-0004,3,350.21,0.0
ORD-01245,PROD-0016,7,349.12,0.0
ORD-01245,PROD-0091,3,213.39,0.05
ORD-01246,PROD-0060,4,46.33,0.0
ORD-01247,PROD-0042,2,31.42,0.0
ORD-01247,PROD-0099,1,122.4,0.1
ORD-01248,PROD-0009,3,122.59,0.0
ORD-01248,PROD-0023,3,248.85,0.15
ORD-01248,PROD-0057,3,85.49,0.0
ORD-01249,PROD-0014,4,22.81,0.25
ORD-01249,PROD-0034,1,123.52,0.0
ORD-01250,PROD-0020,2,43.92,0.15
ORD-01250,PROD-0035,7,605.6,0.2
ORD-01250,PROD-0050,3,89.69,0.05
ORD-01250,PROD-0086,4,221.68,0.15
ORD-01251,PROD-0016,2,349.12,0.1
ORD-01251,PROD-0062,2,68.16,0.1
ORD-01251,PROD-0100,3,134.68,0.15
ORD-01252,PROD-0059,4,88.97,0.0
ORD-01253,PROD-0039,2,386.21,0.0
ORD-01253,PROD-0090,4,235.91,0.05
ORD-01254,PROD-0031,3,193.53,0.05
ORD-01254,PROD-0063,7,141.61,0.1
ORD-01254,PROD-0076,2,172.3,0.1
ORD-01255,PROD-0016,2,349.12,0.1
ORD-01255,PROD-0028,6,173.49,0.1
ORD-01255,PROD-0052,5,34.51,0.1
ORD-01256,PROD-0084,1,238.67,0.15
ORD-01257,PROD-0007,6,117.78,0.25
ORD-01258,PROD-0105,1,65.54,0.05
ORD-01259,PROD-0052,5,34.51,0.1
ORD-01259,PROD-0087,3,59.25,0.0
ORD-01259,PROD-0095,2,23.73,0.2
ORD-01260,PROD-0097,2,97.54,0.1
ORD-01261,PROD-0013,5,341.17,0.1
ORD-01262,PROD-0023,6,248.85,0.1
ORD-01263,PROD-0017,2,271.38,0.0
ORD-01263,PROD-0027,1,475.67,0.1
ORD-01263,PROD-0089,1,180.92,0.0
ORD-01264,PROD-0106,5,24.47,0.05
ORD-01265,PROD-0013,2,341.17,0.1
ORD-01265,PROD-0080,3,53.84,0.0
ORD-01266,PROD-0109,7,27.64,0.05
ORD-01267,PROD-0027,5,475.67,0.1
ORD-01267,PROD-0037,2,547.68,0.05
ORD-01268,PROD-0101,1,92.55,0.05
ORD-01269,PROD-0026,4,289.77,0.0
ORD-01269,PROD-0096,4,33.06,0.0
ORD-01270,PROD-0010,6,30.5,0.0
ORD-01270,PROD-0029,2,215.51,0.05
ORD-01271,PROD-0035,1,605.6,0.25
ORD-01271,PROD-0046,4,89.97,0.0
ORD-01271,PROD-0081,1,167.73,0.0
ORD-01272,PROD-0021,6,321.01,0.2
ORD-01272,PROD-0078,5,242.21,0.2
ORD-01272,PROD-0102,3,121.36,0.0
ORD-01273,PROD-0060,4,46.33,0.0
ORD-01273,PROD-0108,2,103.9,0.1
ORD-01274,PROD-0020,3,43.92,0.0
ORD-01274,PROD-0117,8,59.3,0.0
ORD-01275,PROD-0090,1,235.91,0.05
ORD-01275,PROD-0103,5,39.33,0.05
ORD-01276,PROD-0038,1,539.34,0.2
ORD-01277,PROD-0074,3,49.38,0.2
ORD-01277,PROD-0096,2,33.06,0.0
ORD-01278,PROD-0001,6,101.47,0.05
ORD-01278,PROD-0082,5,177.09,0.0
ORD-01279,PROD-0027,4,475.67,0.15
ORD-01279,PROD-0070,5,225.17,0.0
ORD-01279,PROD-0074,6,49.38,0.1
ORD-01279,PROD-0102,1,121.36,0.15
ORD-01280,PROD-0023,3,248.85,0.0
ORD-01280,PROD-0083,4,228.1,0.0
ORD-01281,PROD-0075,4,207.96,0.0
ORD-01281,PROD-0097,7,97.54,0.0
ORD-01281,PROD-0112,2,39.72,0.0
ORD-01282,PROD-0065,5,42.62,0.05
ORD-01282,PROD-0068,3,156.65,0.1
ORD-01283,PROD-0009,2,122.59,0.2
ORD-01283,PROD-0025,1,405.16,0.0
ORD-01283,PROD-0104,6,154.09,0.05
ORD-01283,PROD-0114,1,46.53,0.15
ORD-01284,PROD-0003,3,81.36,0.0
ORD-01284,PROD-0038,2,539.34,0.05
ORD-01284,PROD-0054,3,54.96,0.0
